36.8293151456,-7.44838950899,219,222,
37.3847029549,-4.69328644825,428,269,
41.4282288883,-2.43646636142,1583,212,
38.053148911,-2.75588479771,1407,765,
40.9457957583,-4.12705532845,407,777,
40.731300322,-3.73295760504,1001,570,
40.0164535226,-6.34235616115,968,70,
37.2455903939,-5.70030859306,999,817,
41.1163014873,-4.8671259039,288,683,
36.8101287097,-6.62542055526,1427,153,
36.4970761854,-4.173715299,1515,714,
40.1388731771,-7.08403299285,455,220,
38.2827406436,-4.89934804211,426,788,
36.917867604,-6.2617967261,1630,226,
34.5881714906,-3.60426666337,1515,731,
39.3666691283,-4.29256951624,622,693,
38.2677598154,-6.53242784263,718,236,
36.286179944,-5.76036599136,1334,284,
36.4636923928,-4.31969308714,1013,534,
33.8282295204,-3.7923968547,1482,821,
37.1288771483,-5.7070076383,796,266,
39.3136867065,-5.96193868101,225,82,
36.2656579423,-3.65912264398,1017,540,
33.4694178634,-6.98839482469,1520,60,
32.8634733336,-3.87438981181,1709,579,
35.381411053,-2.23669317835,1025,977,
34.8609254701,-7.7579750344,1002,30,
40.99091677,-1.29103535325,475,305,
37.324688848,-2.24637506262,1438,283,
37.094371944,-0.820176854304,1302,756,
38.2850087091,-0.974065842321,1308,756,
38.4190391247,-6.36319797716,1308,756,
251.352664865,-9.43122299409,1308,756,
41.3167220108,-9.39485731726,1021,561,
24.5886691131,-9.57902534707,1021,561,
49.4655234137,-7.54901397398,1021,561,
25.3332541932,-8.07758162631,1021,561,
24.9451422069,-7.68634197391,1021,561,
25.6312815185,-7.44772996418,1021,561,
24.9643406621,-10.5899729503,469,230,
27.6137803077,-11.2274272762,384,149,
19.741834689,-9.11752027871,1008,545,
18.632571094,-9.11581072137,1008,545,
18.73704065,-9.35627201267,1008,545,
18.6324463033,-9.54457346088,1008,545,
18.589285343,-8.93841865596,1008,545,
18.7967415433,-9.27302019043,1008,545,
18.9253549712,-8.78418270212,1008,545,
39.8478197873,-6.47359560705,1012,490,
31.3197879936,-8.2658901202,1012,490,
80.1199581233,-29.606360244,1012,490,
58.9362390443,-21.1587499741,1012,490,
45.8941010875,-16.1711444038,1012,490,
38.8674340973,-12.6885346516,1012,490,
34.1479162976,-10.8758679474,1012,490,
31.3253033148,-8.96046770377,1012,488,
27.9913846883,-8.65837362111,1016,429,
27.4946429688,-8.57371289489,1016,429,
26.9555912123,-8.06084081288,1016,429,
26.6124532702,-8.43109333564,1016,429,
26.2913055482,-8.61304553885,1016,429,
24.6932985381,-8.32237009265,1030,534,
23.6176173738,-8.33264621109,1025,550,
24.0779601262,-8.50120542509,1025,550,
22.1810321537,-8.80764577068,1001,686,
20.8343484281,-8.57079278544,1001,686,
32.6680143921,-5.82101994596,1001,686,
33.6483858883,-5.17590630292,1006,690,
82.7195954141,-4.07203204416,1017,281,
25.1519992435,-9.92703444958,1017,281,
23.371918703,-9.50180763426,1017,281,
212.96565975,7.53181381983,1017,281,
67.2790606126,-5.33487263859,1017,281,
34.9524322774,-7.93514297271,1017,281,
35.8803927347,-6.92677225003,642,264,
34.6723357254,-4.26104144544,621,296,
36.260746195,-6.29227790303,621,296,
32.4012322138,-6.49591485825,621,296,
33.8272827675,-5.71956884287,621,296,
32.5801387265,-6.96772872359,621,296,
35.9145126749,-7.43053309018,621,296,
36.3859348226,-7.33223608721,621,296,
36.9850201099,-7.96067187168,621,296,
40.4159116578,-1.52115756643,949,535,
40.9693424996,0.0383913849011,949,535,
43.2600955603,-3.03163559781,433,225,
43.4725616513,-2.55095142715,433,225,
42.6736287959,0.901120608427,431,830,
40.6879350922,0.382461638043,978,537,
39.5512412976,1.10509556275,978,542,
41.8112762401,0.847672124119,489,812,
38.8555649604,-2.21383441391,1422,246,
39.4776292023,-2.3997646087,1387,273,
39.5773191461,-1.10455092574,1341,385,
38.5037277441,-2.31470396885,1341,385,
38.9260248801,-1.23150990949,1341,385,
38.8753221981,-1.3049447445,1155,395,
42.1736288547,-0.647049252898,1155,395,
-2.20405944324,-47.3259815628,1248,321,
42.9596206762,-1.82137471454,1226,370,
42.9496922594,-2.27619034775,1226,370,
43.2867008934,-1.91229881288,1226,370,
41.315886206,-2.89468869602,1226,370,
41.2078102156,-2.69188689395,1226,370,
40.8958049566,-2.86788967445,1226,370,
41.024114639,-3.10577578885,1226,370,
121.647518833,-17.313578101,1226,370,
23.5145473124,-10.2053814569,1231,695,
28.6810716097,-5.20702990626,1231,700,
162.382377066,-26.2572412666,1229,699,
52.5228118008,-14.2830780783,1230,701,
29.1332707368,-12.5320145089,1024,546,
26.8181289455,-16.4096993942,1018,545,
36.7649121894,-12.0365995204,1028,547,
91.4431550034,-19.9526509089,1375,209,
52.3385500436,-28.7365349325,1371,219,
40.296559751,-24.9929572274,424,831,
